"","player.id","pos","last","first","numfirstlast","firstlast","index","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots","HOME_CF.x","HOME_CA.x","AWAY_CF.x","AWAY_CA.x","CF.x","CA.x","CPLUSMINUS.x","CFpercent.x","HOME_CF.y","HOME_CA.y","AWAY_CF.y","AWAY_CA.y","CF.y","CA.y","CPLUSMINUS.y","CFpercent.y","XFACTOR","TOTALCF","TOTALCA","TOTALCplusminus","TOTALCFpercent","XFACTORplusminus"
"1274","2143","D","Holden","Nick","[TSN] Nick Holden","Nick Holden",4903,"holdeni87",0,0,0,0,0,"1987-05-15","6-4","207","L",254,357,161,240,415,597,-182,41.0079051383399,213,264,268,370,481,634,-153,43.1390134529148,-2.13110831457487,896,1231,2127,42.1250587682181,-29
"1275","2144","C","Holik","Bobby","[TSN] Bobby Holik","Bobby Holik",4907,"holikbo71",0,0,0,0,0,"1971-01-01","6-4","230","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","2145","D","Holl","Justin","[TSN] Justin Holl","Justin Holl",4910,"hollxju92",0,0,0,0,0,"1992-01-30","6-2","170","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","2146","D","Holland","Jason","[TSN] Jason Holland","Jason Holland",4911,"hollaja76",0,0,0,0,0,"1976-04-30","6-3","219","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","2147","RC","Holland","Patrick","[TSN] Patrick Holland","Patrick Holland",4913,"hollapa92",0,0,0,0,0,"1992-01-07","6-0","185","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","2148","C","Holland","Peter","[TSN] Peter Holland","Peter Holland",4916,"hollape91",0,0,0,0,0,"1991-01-14","6-2","194","L",173,249,56,67,229,316,-87,42.0183486238532,117,183,179,185,296,368,-72,44.578313253012,-2.55996462915883,525,684,1209,43.424317617866,-15
"1280","2149","D","Holland","Rhett","[TSN] Rhett Holland","Rhett Holland",4920,"hollarh93",0,0,0,0,0,"1993-09-25","6-2","220","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","215","D","Ballard","Keith","[TSN] Keith Ballard","Keith Ballard",456,"ballake82",0,0,0,0,0,"1982-11-26","5-11","208","L",32,32,32,47,64,79,-15,44.7552447552448,25,28,27,39,52,67,-15,43.6974789915966,1.05776576364811,116,146,262,44.2748091603053,0
"1282","2150","R","Holloway","Bud","[TSN] Bud Holloway","Bud Holloway",4922,"hollobu88",0,0,0,0,0,"1988-03-01","6-0","201","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","2151","L","Hollweg","Ryan","[TSN] Ryan Hollweg","Ryan Hollweg",4924,"hollwry83",0,0,0,0,0,"1983-04-23","5-10","212","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","2152","D","Holmqvist","Andreas","[TSN] Andreas Holmqvist","Andreas Holmqvist",4927,"holmqan81",0,0,0,0,0,"1981-07-23","6-4","195","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","2153","G","Holmqvist","Johan","[TSN] Johan Holmqvist","Johan Holmqvist",4928,"holmqjo78",0,0,0,0,0,"1978-05-24","6-3","198","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","2154","CL","Holmqvist","Mikael","[TSN] Mikael Holmqvist","Mikael Holmqvist",4933,"holmqmi79",0,0,0,0,0,"1979-06-08","6-3","205","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","2155","C","Holmstrom","Axel","[CAP] HOLMSTROM, AXEL","Axel Holmstrom",4936,"holmsax96",0,0,0,0,0,"1996-06-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","2156","C","Holmstrom","Ben","[TSN] Ben Holmstrom","Ben Holmstrom",4937,"holmsbe87",0,0,0,0,0,"1987-04-09","6-1","197","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","2157","RL","Holmstrom","Tomas","[TSN] Tomas Holmstrom","Tomas Holmstrom",4941,"holmsto73",0,0,0,0,0,"1973-01-23","6-0","200","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","2158","D","Holos","Jonas","[TSN] Jonas Holos","Jonas Holos",4943,"holosjo87",0,0,0,0,0,"1987-08-27","5-11","196","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","2159","G","Holt","Chris","[TSN] Chris Holt","Chris Holt",4947,"holtxch85",0,0,0,0,0,"1985-06-05","6-3","221","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","216","L","Balmochnykh","Maxim","[TSN] Maxim Balmochnykh","Maxim Balmochnykh",460,"balmoma79",0,0,0,0,0,"1979-03-07","6-1","210","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","2160","G","Holtby","Braden","[TSN] Braden Holtby","Braden Holtby",4950,"holtbbr89",0,0,0,0,0,"1989-09-16","6-2","203","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","2161","R","Holtet","Marius","[TSN] Marius Holtet","Marius Holtet",4953,"holtema84",0,0,0,0,0,"1984-08-31","6-1","188","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","2162","D","Holub","Jan","[TSN] Jan Holub","Jan Holub",4954,"holubja83",0,0,0,0,0,"1983-05-03","6-3","185","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","2163","D","Holway","Patrick","[CAP] Patrick Holway","Patrick Holway",4955,"holwapa96",NA,NA,NA,NA,NA,"1996-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","2164","C","Holzapfel","Riley","[TSN] Riley Holzapfel","Riley Holzapfel",4956,"holzari88",0,0,0,0,0,"1988-08-18","6-3","190","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","2165","D","Holzer","Korbinian","[TSN] Korbinian Holzer","Korbinian Holzer",4958,"holzeko88",0,0,0,0,0,"1988-02-16","6-3","205","R",100,186,15,36,115,222,-107,34.1246290801187,79,70,175,195,254,265,-11,48.9402697495183,-14.8156406693996,369,487,856,43.107476635514,-96
"1299","2166","C","Holzinger","Brian","[TSN] Brian Holzinger","Brian Holzinger",4961,"holzibr72",0,0,0,0,0,"1972-10-10","5-11","186","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","2167","D","Honka","Julius","[TSN] Julius Honka","Julius Honka",4965,"honkaju95",0,0,0,0,0,"1995-12-03","5-11","180","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","2168","G","Honzik","David","[TSN] David Honzik","David Honzik",4967,"honzida93",0,0,0,0,0,"1993-08-09","6-3","209","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","2169","C","Hooton","Brock","[TSN] Brock Hooton","Brock Hooton",4968,"hootobr83",0,0,0,0,0,"1983-03-20","6-2","208","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","217","L","Bancks","Carter","[TSN] Carter Bancks","Carter Bancks",461,"banckca89",0,0,0,0,0,"1989-08-09","5-11","181","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","2170","G","Hope","Brandon","[TSN] Brandon Hope","Brandon Hope",4969,"hopexbr94",0,0,0,0,0,"1994-03-18","6-0","197","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","2171","D","Hope","Joey","[TSN] Joey Hope","Joey Hope",4970,"hopexjo82",0,0,0,0,0,"1982-01-01","6-0","180","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","2172","CL","Horak","Roman","[TSN] Roman Horak","Roman Horak",4971,"horakro91",0,0,0,0,0,"1991-05-21","6-0","170","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","2173","LC","Horcoff","Shawn","[TSN] Shawn Horcoff","Shawn Horcoff",4976,"horcosh78",0,0,0,0,0,"1978-09-17","6-1","210","L",127,142,193,209,320,351,-31,47.6900149031297,242,173,189,146,431,319,112,57.4666666666667,-9.77665176353701,751,670,1421,52.8501055594652,-143
"1308","2174","L","Hordichuk","Darcy","[TSN] Darcy Hordichuk","Darcy Hordichuk",4979,"hordida80",0,0,0,0,0,"1980-08-10","6-1","215","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","2175","R","Hornqvist","Patric","[TSN] Patric Hornqvist","Patric Hornqvist",4982,"hornqpa87",0,0,0,0,0,"1987-01-01","5-11","189","R",240,190,262,217,502,407,95,55.2255225522552,200,169,218,184,418,353,65,54.2153047989624,1.01021775329284,920,760,1680,54.7619047619048,30
"1310","2176","R","Horton","Nathan","[TSN] Nathan Horton","Nathan Horton",4986,"hortona85",0,0,0,0,0,"1985-05-29","6-2","229","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","2177","C","Horvat","Bo","[TSN] Bo Horvat","Bo Horvat",4991,"horvabo95",0,0,0,0,0,"1995-04-05","6-0","206","L",196,228,184,233,380,461,-81,45.1843043995244,126,161,156,189,282,350,-68,44.620253164557,0.564051234967415,662,811,1473,44.9422946367957,-13
"1312","2178","RL","Ho-Sang","Joshua","[TSN] Joshua Ho-Sang","Joshua Ho-Sang",4994,"hosanjo96",0,0,0,0,0,"1996-01-22","5-11","175","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","2179","L","Hospelt","Kai","[TSN] Kai Hospelt","Kai Hospelt",4996,"hospeka85",0,0,0,0,0,"1985-08-23","6-1","187","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","218","D","Bancroft","Steve","[TSN] Steve Bancroft","Steve Bancroft",463,"bancrst70",0,0,0,0,0,"1970-10-06","6-1","214","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","2180","LR","Hossa","Marcel","[TSN] Marcel Hossa","Marcel Hossa",4997,"hossama81",0,0,0,0,0,"1981-10-12","6-3","220","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","2181","R","Hossa","Marian","[TSN] Marian Hossa","Marian Hossa",5000,"hossama79",0,0,0,0,0,"1979-01-12","6-1","210","L",489,411,408,388,897,799,98,52.8891509433962,342,206,304,250,646,456,190,58.6206896551724,-5.73153871177618,1543,1255,2798,55.1465332380272,-92
"1317","2182","D","Hostetter","Tyler","[TSN] Tyler Hostetter","Tyler Hostetter",5004,"hostety91",0,0,0,0,0,"1991-01-30","6-0","197","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","2183","G","Hostikka","Ville","[TSN] Ville Hostikka","Ville Hostikka",5005,"hostivi85",0,0,0,0,0,"1985-03-21","6-3","209","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","2184","R","Houck","Jackson","[TSN] Jackson Houck","Jackson Houck",5006,"houckja95",0,0,0,0,0,"1995-02-27","6-0","186","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","2185","D","Houda","Doug","[TSN] Doug Houda","Doug Houda",5008,"houdado66",0,0,0,0,0,"1966-06-03","6-2","208","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","2186","D","Houlder","Bill","[TSN] Bill Houlder","Bill Houlder",5010,"houldbi67",0,0,0,0,0,"1967-03-11","6-2","217","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","2187","G","Houle","Martin","[TSN] Martin Houle","Martin Houle",5012,"houlema85",0,0,0,0,0,"1985-02-12","5-11","185","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","2188","C","House","Tanner","[TSN] Tanner House","Tanner House",5014,"houseta86",0,0,0,0,0,"1986-04-27","6-1","195","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","2189","G","Houser","Michael","[TSN] Michael Houser","Michael Houser",5015,"housemi92",0,0,0,0,0,"1992-09-13","6-1","185","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","219","LR","Bang","Daniel","[TSN] Daniel Bang","Daniel Bang",464,"bangxda87",0,0,0,0,0,"1987-04-19","6-3","208","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","2190","D","Housley","Phil","[TSN] Phil Housley","Phil Housley",5017,"houslph64",0,0,0,0,0,"1964-03-09","5-10","185","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","2191","G","Hovinen","Niko","[TSN] Niko Hovinen","Niko Hovinen",5020,"hovinni88",0,0,0,0,0,"1988-03-16","6-7","200","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","2192","G","Howard","Jimmy","[TSN] Jimmy Howard","Jimmy Howard",5022,"howarji84",0,0,0,0,0,"1984-03-26","6-0","218","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","2193","L","Howden","Quinton","[TSN] Quinton Howden","Quinton Howden",5026,"howdequ92",0,0,0,0,0,"1992-01-21","6-2","189","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","2194","RL","Howse","Ryan","[TSN] Ryan Howse","Ryan Howse",5029,"howsery91",0,0,0,0,0,"1991-07-06","5-11","195","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","2195","D","Hrabal","Josef","[TSN] Josef Hrabal","Josef Hrabal",5030,"hrabajo85",0,0,0,0,0,"1985-08-17","6-1","176","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","2196","D","Hrabarenka","Raman","[TSN] Raman Hrabarenka","Raman Hrabarenka",5031,"hrabara92",0,0,0,0,0,"1992-08-24","6-3","202","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","2197","R","Hrdel","Zbynek","[TSN] Zbynek Hrdel","Zbynek Hrdel",5034,"hrdelzb85",0,0,0,0,0,"1985-08-19","6-2","194","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","2198","C","Hrdina","Jan","[TSN] Jan Hrdina","Jan Hrdina",5035,"hrdinja76",0,0,0,0,0,"1976-02-05","6-0","205","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","2199","L","Hrivik","Marek","[TSN] Marek Hrivik","Marek Hrivik",5039,"hrivima91",0,0,0,0,0,"1991-08-28","6-1","195","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","22","G","Aebischer","David","[TSN] David Aebischer","David Aebischer",45,"aebisda78",0,0,0,0,0,"1978-02-07","6-1","185","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","220","R","Banham","Frank","[TSN] Frank Banham","Frank Banham",466,"banhafr75",0,0,0,0,0,"1975-04-14","6-0","190","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","2200","C","Hrkac","Tony","[TSN] Tony Hrkac","Tony Hrkac",5041,"hrkacto66",0,0,0,0,0,"1966-07-07","5-10","190","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","2201","L","Hromas","Karel","[TSN] Karel Hromas","Karel Hromas",5043,"hromaka86",0,0,0,0,0,"1986-01-27","6-2","189","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","2202","C","Hubacek","Petr","[TSN] Petr Hubacek","Petr Hubacek",5044,"hubacpe79",0,0,0,0,0,"1979-09-02","6-2","185","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","2203","L","Huberdeau","Jonathan","[TSN] Jonathan Huberdeau","Jonathan Huberdeau",5045,"huberjo93",0,0,0,0,0,"1993-06-04","6-1","188","L",227,221,197,201,424,422,2,50.1182033096927,236,222,304,230,540,452,88,54.4354838709677,-4.31728056127507,964,874,1838,52.4483133841132,-86
"1342","2204","RL","Hudler","Jiri","[TSN] Jiri Hudler","Jiri Hudler",5048,"hudleji84",0,0,0,0,0,"1984-01-04","5-10","186","L",296,362,280,357,576,719,-143,44.4787644787645,228,207,292,304,520,511,9,50.4364694471387,-5.95770496837422,1096,1230,2326,47.1195184866724,-152
"1343","2205","L","Hudon","Charles","[TSN] Charles Hudon","Charles Hudon",5052,"hudonch94",0,0,0,0,0,"1994-06-23","5-10","177","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","2206","R","Hudon","Philippe","[TSN] Philippe Hudon","Philippe Hudon",5054,"hudonph93",0,0,0,0,0,"1993-04-15","6-0","197","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","2207","D","Hudson","Carl","[TSN] Carl Hudson","Carl Hudson",5056,"hudsoca86",0,0,0,0,0,"1986-01-02","6-1","210","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","2208","G","Huet","Cristobal","[TSN] Cristobal Huet","Cristobal Huet",5057,"huetxcr75",0,0,0,0,0,"1975-09-03","6-1","206","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","2209","C","Hughes","Cameron","[CAP] Cameron Hughes","Cameron Hughes",5064,"hugheca96",NA,NA,NA,NA,NA,"1996-10-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","221","D","Bannister","Drew","[TSN] Drew Bannister","Drew Bannister",469,"bannidr74",0,0,0,0,0,"1974-09-04","6-2","198","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","2210","C","Hughes","Bobby","[TSN] Bobby Hughes","Bobby Hughes",5065,"hughebo87",0,0,0,0,0,"1987-11-11","5-10","180","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","2211","D","Hughes","Tommy","[TSN] Tommy Hughes","Tommy Hughes",5066,"hugheto92",0,0,0,0,0,"1992-04-07","6-2","215","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","2212","L","Hulbig","Joe","[TSN] Joe Hulbig","Joe Hulbig",5068,"hulbijo73",0,0,0,0,0,"1973-09-29","6-4","215","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","2213","R","Hull","Brett","[TSN] Brett Hull","Brett Hull",5069,"hullxbr64",0,0,0,0,0,"1964-08-09","5-11","203","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","2214","R","Hull","Jody","[TSN] Jody Hull","Jody Hull",5073,"hullxjo69",0,0,0,0,0,"1969-02-02","6-2","195","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","2215","D","Hulse","Cale","[TSN] Cale Hulse","Cale Hulse",5075,"hulseca73",0,0,0,0,0,"1973-11-10","6-3","220","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","2216","C","Hult","Alexander","[TSN] Alexander Hult","Alexander Hult",5077,"hultxal84",0,0,0,0,0,"1984-11-19","6-1","200","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","2217","LR","Huml","Ivan","[TSN] Ivan Huml","Ivan Huml",5078,"humlxiv81",0,0,0,0,0,"1981-09-06","6-2","194","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","2218","D","Hunt","Brad","[TSN] Brad Hunt","Brad Hunt",5080,"huntxbr88",0,0,0,0,0,"1988-08-24","5-9","188","L",7,13,NA,NA,NA,NA,NA,NA,74,68,74,76,148,144,4,50.6849315068493,NA,NA,NA,NA,NA,NA
"1358","2219","D","Hunt","Jamie","[TSN] Jamie Hunt","Jamie Hunt",5084,"huntxja84",0,0,0,0,0,"1984-04-20","6-2","200","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","222","R","Baptiste","Nicholas","[TSN] Nicholas Baptiste","Nicholas Baptiste",470,"baptini95",0,0,0,0,0,"1995-08-04","6-1","189","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","2220","L","Hunter","Dylan","[TSN] Dylan Hunter","Dylan Hunter",5086,"huntedy85",0,0,0,0,0,"1985-05-21","5-11","198","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","2221","C","Hunter","Eric","[TSN] Eric Hunter","Eric Hunter",5087,"hunteer86",0,0,0,0,0,"1986-08-11","6-2","195","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","2222","CR","Hunter","J.J.","[TSN] J.J. Hunter","J.J. Hunter",5088,"huntejj80",0,0,0,0,0,"1980-07-06","6-1","185","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","2223","R","Hunter","Trent","[TSN] Trent Hunter","Trent Hunter",5089,"huntetr80",0,0,0,0,0,"1980-07-05","6-3","217","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","2224","D","Hunwick","Matt","[TSN] Matt Hunwick","Matt Hunwick",5093,"hunwima85",0,0,0,0,0,"1985-05-21","5-11","190","L",256,249,236,215,492,464,28,51.4644351464435,163,152,134,108,297,260,37,53.3213644524237,-1.85692930598019,789,724,1513,52.1480502313285,-9
"1365","2225","G","Hunwick","Shawn","[TSN] Shawn Hunwick","Shawn Hunwick",5098,"hunwish87",0,0,0,0,0,"1987-04-09","5-7","166","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","2226","C","Hurley","Connor","[TSN] Connor Hurley","Connor Hurley",5100,"hurleco95",0,0,0,0,0,"1995-09-15","6-1","174","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","2227","G","Hurme","Jani","[TSN] Jani Hurme","Jani Hurme",5102,"hurmeja75",0,0,0,0,0,"1975-01-07","6-0","190","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","2228","LR","Huselius","Kristian","[TSN] Kristian Huselius","Kristian Huselius",5104,"huselkr78",0,0,0,0,0,"1978-11-10","6-2","184","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
